,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.80863569671687,7.52764121022598,26.077000000000005,7.929000000000002,0.11561662215253594,0.03508135070957297
PHY_POWER_m12dBm,26.016084781056755,7.91921367445913,27.848,8.452000000000002,0.1212437427350283,0.03690621065737625
PHY_POWER_m10dBm,27.223745632283133,8.27653089533572,29.313000000000002,8.9015,0.1268718502227419,0.03857142960047799
PHY_POWER_m7dBm,28.50154975299978,8.657384245395518,30.778999999999996,9.335999999999999,0.13282684903911776,0.04034633485555489
PHY_POWER_m5dBm,29.463232822327534,8.949923898341666,31.878,9.683,0.1373086169773552,0.041709668451677825
PHY_POWER_m4dBm,30.802878892921125,9.353780989862262,33.22200000000001,10.105500000000001,0.14355182016899404,0.043591778912114715
PHY_POWER_m3dBm,31.590673994147117,9.610584922923831,34.565,10.4915,0.1472232114403858,0.04478857198284346
PHY_POWER_m2dBm,32.555024911156735,9.901054879257455,35.665000000000006,10.8335,0.1517174124499604,0.046142260093654505
PHY_POWER_m1dBm,33.60377376084037,10.221285460993291,36.88600000000001,11.2195,0.156604936333542,0.047634642771317785
PHY_POWER_0dBm,34.840945444705596,10.590346669469923,37.985000000000014,11.549,0.16237057426945609,0.04935459266349375
PHY_POWER_0_7dBm,35.123609535934506,10.679093147123021,39.084,11.896,0.16368788441223137,0.049768181225945195
PHY_POWER_1_3dBm,36.659303963143586,11.122577104902009,40.184,12.204000000000002,0.1708447391664767,0.05183496626822101
PHY_POWER_1_8dBm,37.3116991741538,11.324179322720827,41.283,12.524500000000002,0.17388512121438887,0.05277450070000584
PHY_POWER_2_3dBm,38.51325455233606,11.691168038326836,42.260000000000005,12.8365,0.1794847751354237,0.054484792075362665
PHY_POWER_2_8dBm,39.16674374872041,11.913246796172702,43.11500000000001,13.108000000000004,0.1825302555247033,0.05551975410019372
PHY_POWER_3dBm,39.74505695546422,12.08081135818292,44.09200000000001,13.401000000000003,0.18522539040947936,0.056300661558746724
