,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.90705941591966,7.61758791713992,26.503000000000007,8.1075,0.11607530992936613,0.03550053274579071
PHY_POWER_m12dBm,26.3783160541399,8.060063828944728,27.847000000000016,8.518500000000001,0.12293186282127022,0.03756261995333132
PHY_POWER_m10dBm,27.39541176184103,8.365391812489595,29.43500000000001,8.977500000000001,0.12767187237148542,0.03898555148965817
PHY_POWER_m7dBm,28.650325886914693,8.759155911694027,30.778,9.401273224043717,0.13352019607643315,0.04082062519671322
PHY_POWER_m5dBm,29.927716426439417,9.144704142248964,32.12200000000001,9.813,0.13947326746475616,0.04261741018072378
PHY_POWER_m4dBm,31.061077190128188,9.513152520518485,33.46500000000001,10.231000000000002,0.14475511144762604,0.044334504077134185
PHY_POWER_m3dBm,32.272104116497545,9.870178326271489,34.809000000000005,10.64665831332011,0.15039890598249125,0.04599836492732646
PHY_POWER_m2dBm,33.29598540003487,10.191055746235604,36.15200000000001,11.063500000000001,0.15517053860811986,0.04749376208962108
PHY_POWER_m1dBm,34.34543824330713,10.516766461609276,37.496,11.462,0.16006134333961786,0.04901168404110404
PHY_POWER_0dBm,35.532896169415814,10.869431701993683,38.70045950864423,11.839891264786171,0.16559529837218379,0.05065522318377657
PHY_POWER_0_7dBm,36.44266103321749,11.162952468039364,39.939,12.214000000000002,0.16983510993585363,0.05202312909834153
PHY_POWER_1_3dBm,37.52223765547483,11.48481079886293,41.038000000000004,12.571000000000002,0.17486630165256523,0.0535230976365711
PHY_POWER_1_8dBm,38.88371424560596,11.906170956842995,42.32000000000001,12.9495,0.1812112424391134,0.05548677829885601
PHY_POWER_2_3dBm,39.78174735970142,12.188279607720714,43.35800000000001,13.299000000000003,0.1853963800864279,0.05680149990197936
PHY_POWER_2_8dBm,40.435533557967354,12.376655131723176,44.335,13.584500000000002,0.18844324460479633,0.05767939347289672
PHY_POWER_3dBm,40.9256546395693,12.537724942807749,44.824000000000005,13.758000000000003,0.1907273743970712,0.05843003319835368
