,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,23.192824915653624,7.129949670485843,24.793999999999997,7.623999999999999,0.10808639812780628,0.033227973803019395
PHY_POWER_m12dBm,24.080233376785174,7.393299750872979,26.19899999999999,8.056000000000001,0.1122220213035373,0.034455274131428376
PHY_POWER_m10dBm,25.501167009090906,7.827362452951302,27.725999999999985,8.525000000000002,0.11884405198988669,0.03647815293984829
PHY_POWER_m7dBm,26.716772290216774,8.189140727363977,29.19099999999999,8.975000000000001,0.12450918320438374,0.038164161899272936
PHY_POWER_m5dBm,27.47591324772586,8.429065231811357,30.290999999999997,9.284999999999998,0.12804703648732174,0.03928229113116366
PHY_POWER_m4dBm,29.14492323471014,8.95622456665734,31.877999999999986,9.8,0.135825186781153,0.04173903169425461
PHY_POWER_m3dBm,30.17986457813172,9.289749809136618,33.22199999999998,10.221,0.14064836302168465,0.04329337198162328
PHY_POWER_m2dBm,31.40342913244936,9.655444363859207,34.50399999999999,10.602,0.14635058713772098,0.04499763213012459
PHY_POWER_m1dBm,32.474083739639696,9.984458624218924,35.84799999999999,11.0045,0.1513401992505619,0.046530949717106584
PHY_POWER_0dBm,33.50432631443452,10.297969362730258,37.007999999999996,11.369,0.1561414776421533,0.04799201565552997
PHY_POWER_0_7dBm,34.60460878908412,10.648723491172014,38.106999999999985,11.715,0.16126916562498964,0.0496266483710186
PHY_POWER_1_3dBm,35.52036737056484,10.9169363954912,39.206999999999994,12.047999999999998,0.16553690993758846,0.05087661110150481
PHY_POWER_1_8dBm,36.35055832023008,11.18057938776278,40.12299999999999,12.341000000000001,0.16940588018308256,0.05210527649823442
PHY_POWER_2_3dBm,37.272821441677415,11.461766960745475,41.28299999999999,12.702000000000002,0.17370393784901483,0.05341570556724732
PHY_POWER_2_8dBm,38.10833528351219,11.721443746601782,42.25999999999999,12.9905,0.17759771456997364,0.05462588710238538
PHY_POWER_3dBm,38.749321025784184,11.919657973094363,43.11499999999998,13.239112829845313,0.18058492463970077,0.05554963235020176
