,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.57767090042966,7.555797226313467,29.007000000000005,8.957999999999998,0.1145402481870619,0.0352125672550172
PHY_POWER_m12dBm,25.083338214178173,7.704326639567176,29.68507923497268,9.165690346083785,0.11689682867231152,0.03590476449071463
PHY_POWER_m10dBm,26.413453581519065,8.111396996769926,31.388999999999996,9.682999999999996,0.12309561556753304,0.0378018498546001
PHY_POWER_m7dBm,27.582253269462832,8.483478110868386,32.36600000000001,9.959146496815286,0.12854261690791224,0.03953587352703079
PHY_POWER_m5dBm,28.73381973698536,8.825896498078688,32.488,9.991000000000001,0.1339093056201296,0.041131658872752705
PHY_POWER_m4dBm,29.77052502585935,9.15838136499957,35.480500000000006,10.934,0.1387407024422911,0.042681150658603506
PHY_POWER_m3dBm,30.697834257864294,9.444247058093033,37.23887795992715,11.4665664845173,0.14306227668788582,0.0440133813474976
PHY_POWER_m2dBm,31.994979523859328,9.8428058093889,37.31300000000001,11.518,0.14910741177426806,0.04587079975282567
PHY_POWER_m1dBm,33.04074974462325,10.15670489804455,39.57200000000002,12.224,0.1539810542409692,0.047333675534097605
PHY_POWER_0dBm,34.24396106214221,10.541773051135921,39.389,12.152999999999999,0.1595884253986526,0.04912822319496844
PHY_POWER_0_7dBm,35.09454159104066,10.78987546580829,41.03800000000001,12.619000000000003,0.16355241797052023,0.050284464250823974
PHY_POWER_1_3dBm,35.97640392382644,11.067765623624439,41.64800000000001,12.805000000000003,0.16766219431480106,0.051579526251367205
PHY_POWER_1_8dBm,37.21368406375959,11.448096956643653,42.93956921675775,13.249562841530057,0.17342833769262564,0.05335199873070923
PHY_POWER_2_3dBm,37.85686788259138,11.652256734132237,43.60300000000001,13.390999999999995,0.17642579154158283,0.054303452254441976
PHY_POWER_2_8dBm,38.802718408181136,11.939578171828174,43.419500000000006,13.401499999999999,0.1808337744781197,0.05564246720490177
PHY_POWER_3dBm,39.49093441321567,12.14418426803433,45.72118954827282,14.09292604074402,0.18404109352565345,0.05659600072461496
