,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,25.00956314775072,7.70417455693515,27.115000000000002,8.356499999999997,0.11655301194318157,0.03590405573427925
PHY_POWER_m12dBm,26.426797557749143,8.134829092400249,28.275000000000006,8.689,0.12315780300406384,0.03791105133507859
PHY_POWER_m10dBm,27.8024977387249,8.55647237545496,30.168,9.270499999999998,0.12956903052836088,0.03987605145584471
PHY_POWER_m7dBm,29.17807056430473,8.970111123530154,31.389000000000003,9.668499999999998,0.13597966453349508,0.041803747739852244
PHY_POWER_m5dBm,30.021527548645793,9.242703530063162,32.65016196542311,10.0319940855323,0.13991045898155027,0.04307412042995338
PHY_POWER_m4dBm,31.395927670264264,9.674098338367699,34.300080982711556,10.601999999999999,0.1463156277901112,0.04508456595223222
PHY_POWER_m3dBm,32.38460209147874,9.967417953064997,35.70020245677888,10.982037340619307,0.15092318454521958,0.04645153443356925
PHY_POWER_m2dBm,33.5849720254422,10.338145692140895,37.069,11.395499999999998,0.15651731389577814,0.0481792509212548
PHY_POWER_m1dBm,35.18476329210069,10.808689526945297,38.717999999999996,11.9035,0.16397288157234566,0.050372144130694185
PHY_POWER_0dBm,35.33265208799587,10.85935621149255,39.634,12.179999999999998,0.16466209331476606,0.050608267994764505
PHY_POWER_0_7dBm,36.68703526601679,11.308462817415304,40.76088888888889,12.554522768670314,0.17097397640488365,0.05270125647659586
PHY_POWER_1_3dBm,38.02898514033494,11.719334182364383,42.138,12.968500000000002,0.17722791610005267,0.054616055820475184
PHY_POWER_1_8dBm,38.92483017418033,11.974924470272656,43.237,13.3355,0.18140285655431693,0.0558071928948472
PHY_POWER_2_3dBm,39.72172528943338,12.236406240255533,44.09199999999999,13.584499999999995,0.1851166569648573,0.05702578626569861
PHY_POWER_2_8dBm,40.24064324172946,12.40566655182274,44.70199999999999,13.755,0.18753498990150982,0.057814596489973696
PHY_POWER_3dBm,41.46331408985752,12.774757292284978,45.924,14.152921675774135,0.1932330490448286,0.05953468401117783
