,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,25.133241397875018,7.594894536026182,26.870000000000005,8.129999999999999,0.11712939436452531,0.035394773924480843
PHY_POWER_m12dBm,26.605542143424422,8.038389684912943,28.58,8.656214419475656,0.12399081314925958,0.037461611121099
PHY_POWER_m10dBm,27.978887150272435,8.457741483846288,30.167999999999992,9.12501092896175,0.13039106476659587,0.03941593215184713
PHY_POWER_m7dBm,29.225116267970346,8.838928571428571,31.53366666666666,9.541491803278689,0.1361989134035701,0.04119239273650793
PHY_POWER_m5dBm,30.275199967388673,9.1721278421612,32.73299999999999,9.887999999999998,0.14109265813779798,0.042745213885431205
PHY_POWER_m4dBm,31.624761966114697,9.578284949130701,34.02108098271155,10.317999999999998,0.14738207290391417,0.044638043194754104
PHY_POWER_m3dBm,32.65761845756488,9.887219330778972,35.41999999999999,10.724000000000002,0.15219553303004246,0.04607778176440396
PHY_POWER_m2dBm,33.75538159854204,10.220650763377972,36.763000000000005,11.134,0.1573114800669903,0.04763168486604365
PHY_POWER_m1dBm,34.853526778757896,10.560630279818955,37.983999999999995,11.510000000000002,0.16242920753583484,0.049216104250184176
PHY_POWER_0dBm,35.89219635054195,10.870380309225538,39.328,11.931000000000004,0.16726975857984833,0.050659644013895465
PHY_POWER_0_7dBm,37.01113443609488,11.217113324885185,40.30499999999999,12.229000000000003,0.17248438801094496,0.05227553698557692
PHY_POWER_1_3dBm,37.92959335857526,11.507844211498966,41.64899999999999,12.629000000000001,0.1767647168247174,0.05363044111962995
PHY_POWER_1_8dBm,38.80956801204664,11.776640113558003,42.503,12.922,0.18086569594577695,0.054883120816507536
PHY_POWER_2_3dBm,39.65217102362152,12.012878550480018,43.724999999999994,13.245460837887073,0.1847925105922887,0.05598407172865838
PHY_POWER_2_8dBm,40.43942829428339,12.277375324229016,44.701999999999984,13.562000000000005,0.18846139539158444,0.057216716035461176
PHY_POWER_3dBm,41.2258497857626,12.50382638748442,45.435,13.812000000000005,0.19212638517758135,0.05827205448036828
