,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,25.28586969071894,7.614419724385446,26.62600000000002,8.036999999999999,0.11784069376362356,0.035485767897409745
PHY_POWER_m12dBm,26.437812791023795,7.960777717314072,28.214000000000013,8.500999999999998,0.12320913771182473,0.03709991313649032
PHY_POWER_m10dBm,27.818457859522486,8.371436184420748,29.924000000000007,8.998999999999999,0.12964341008225178,0.03901372030451187
PHY_POWER_m7dBm,29.286068785279028,8.813288174337103,31.634000000000015,9.531999999999996,0.1364829727226344,0.04107289982530534
PHY_POWER_m5dBm,30.572548190517125,9.203178228237753,33.099000000000004,9.971999999999998,0.1424784012951986,0.042889919172678356
PHY_POWER_m4dBm,31.736396592548434,9.554339008157584,34.443,10.381999999999998,0.14790232797079142,0.04452644702141266
PHY_POWER_m3dBm,32.921871495052606,9.922343322572814,35.908000000000015,10.806999999999999,0.15342704144353903,0.046241471430267155
PHY_POWER_m2dBm,33.979445224234524,10.232345028239449,37.25200000000001,11.197999999999997,0.15835569224643084,0.04768618409036093
PHY_POWER_m1dBm,35.1553944914303,10.578329785447213,38.47300000000001,11.571499999999999,0.1638360130410934,0.04929858992491155
PHY_POWER_0dBm,36.26011913976643,10.916969064353884,39.69500000000001,11.936,0.16898440305377654,0.05087676334943972
PHY_POWER_0_7dBm,37.20105620971013,11.20640861636302,40.79400000000001,12.2995,0.17336948762734672,0.05222564942805098
PHY_POWER_1_3dBm,38.30514513131831,11.542399494613768,42.015000000000015,12.658999999999995,0.17851491493874325,0.05379148041095167
PHY_POWER_1_8dBm,38.95782249188272,11.743514922512562,42.992000000000004,12.947,0.18155661189888184,0.05472874623728237
PHY_POWER_2_3dBm,40.114375189887156,12.092118175624714,43.97000000000001,13.252499999999998,0.18694653812938272,0.056353355147217156
PHY_POWER_2_8dBm,40.688984020351285,12.245639397626363,44.825,13.514,0.18962440936943942,0.05706881589780205
PHY_POWER_3dBm,41.375312641118825,12.465411507062035,45.679000000000016,13.7655,0.1928229325687725,0.05809302816190702
