,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.98534125551891,7.6309498793062485,26.137000000000015,7.988348538529668,0.11644012974376443,0.03556280400285968
PHY_POWER_m12dBm,26.487231464823388,8.100306939686146,27.908000000000015,8.522499999999999,0.12343944542426066,0.03775016644261484
PHY_POWER_m10dBm,27.822803154617066,8.50849553689239,29.679000000000016,9.058,0.12966366062513665,0.03965246318263323
PHY_POWER_m7dBm,29.06922822855237,8.884155552472958,31.26700000000001,9.545999999999996,0.1354724224843668,0.04140316574484393
PHY_POWER_m5dBm,30.322536646338314,9.281406852633737,32.85500000000002,10.022499999999997,0.14131326305098152,0.04325449098625455
PHY_POWER_m4dBm,31.38646666957805,9.591725887661184,34.32100000000001,10.479,0.14627153633119766,0.0447006825083565
PHY_POWER_m3dBm,32.746209351018436,10.002678099759951,35.908000000000015,10.982999999999997,0.15260839651757113,0.046615858627261725
PHY_POWER_m2dBm,34.04790988334122,10.41000658113131,37.37400000000001,11.392999999999997,0.15867476068370845,0.04851414693696153
PHY_POWER_m1dBm,35.33996824461336,10.79168508761046,38.59500000000001,11.793499999999998,0.16469618907583866,0.050292897699672115
PHY_POWER_0dBm,36.26321299776841,11.086824994190168,39.93900000000001,12.193999999999996,0.16899882147710227,0.05166834935603533
PHY_POWER_0_7dBm,37.38707999207545,11.432230183474566,41.28200000000001,12.600000000000001,0.17423642128786893,0.0532780542082979
PHY_POWER_1_3dBm,38.519264566962676,11.784260019058843,42.382000000000005,12.973499999999998,0.17951278383363312,0.05491863214997621
PHY_POWER_1_8dBm,39.304238754040384,12.032772500739615,43.48100000000001,13.2715,0.18317102869225177,0.05607678425660241
PHY_POWER_2_3dBm,40.37847418334122,12.345695094047912,44.58000000000001,13.625999999999998,0.1881773286456498,0.05753510923971726
PHY_POWER_2_8dBm,41.243697899859534,12.61976026734377,45.557,13.937999999999999,0.19220956341796938,0.058812345520401155
PHY_POWER_3dBm,42.19501921810573,12.915110905335824,46.534000000000006,14.2485,0.19664304209619748,0.0601887792563263
