,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,25.09066999453332,7.578375682216429,26.95068999114261,8.111698848538529,0.11693099724527899,0.035317790486025666
PHY_POWER_m12dBm,26.3493957012752,7.957218793580798,28.768874224977857,8.65566076173605,0.12279708420826818,0.03708332734976791
PHY_POWER_m10dBm,27.81345380838831,8.393484922910812,30.351,9.154999999999998,0.12962008951370924,0.03911647487344945
PHY_POWER_m7dBm,29.27819841970941,8.829575601051463,31.877999999999986,9.628999999999998,0.1364462941606454,0.041148804735325055
PHY_POWER_m5dBm,30.05434839741276,9.069612317105191,33.221000000000004,10.038999999999998,0.14006341522295768,0.04226745691120397
PHY_POWER_m4dBm,31.733585194211813,9.599628168681374,34.687,10.474,0.14788922590491488,0.044737509807125514
PHY_POWER_m3dBm,33.04035402559347,9.978931628839646,36.397000000000006,10.999499999999998,0.15397921005662535,0.046505192051742944
PHY_POWER_m2dBm,34.07988870878937,10.292152931452208,37.685253321523476,11.376519043401236,0.15882379281203343,0.04796490912111302
PHY_POWER_m1dBm,35.732818923477694,10.784054202554005,39.20599999999999,11.846999999999998,0.16652700593557576,0.05025733519776564
PHY_POWER_0dBm,36.83489691086236,11.121814190411872,40.55,12.257000000000005,0.17166306161424183,0.05183141082900142
PHY_POWER_0_7dBm,37.82433961664664,11.438642043737023,41.893,12.647999999999996,0.17627419883495496,0.053307935642904855
PHY_POWER_1_3dBm,39.1287687878697,11.82557564372979,42.99199999999999,12.994999999999997,0.1823532793800412,0.055111176916442704
PHY_POWER_1_8dBm,39.85306799288612,12.04598269395235,44.214,13.34159433126661,0.18572875832759356,0.056138348219083464
PHY_POWER_2_3dBm,40.738180433815614,12.316226451836613,45.43499999999999,13.747499999999999,0.18985368127363844,0.05739777541316013
PHY_POWER_2_8dBm,41.775588878350234,12.624391695870333,46.47299999999999,14.049999999999997,0.19468835503868875,0.05883392954172858
PHY_POWER_3dBm,42.8440226424361,12.953687906867856,47.38900000000001,14.333999999999996,0.19966761727251145,0.06036856111391942
