,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,25.378067176569097,7.546617544701806,26.748000000000005,7.968,0.1182703651899472,0.0351697868380144
PHY_POWER_m12dBm,26.661684775637145,7.9171066920480655,28.458000000000013,8.4885,0.12425245677910442,0.03689639140764885
PHY_POWER_m10dBm,28.123276864029236,8.37399503697463,30.167999999999992,8.988999999999999,0.1310639696043392,0.03902564542173649
PHY_POWER_m7dBm,29.185421271090732,8.687110791653037,31.512000000000015,9.375000000000004,0.13601392131002327,0.04048487060208167
PHY_POWER_m5dBm,30.18165472734224,8.990054907465112,32.855000000000004,9.765999999999998,0.14065670572167832,0.04189669250955616
PHY_POWER_m4dBm,31.420156132123033,9.368171625241486,34.1375,10.1685,0.14642854060620908,0.043658844133818736
PHY_POWER_m3dBm,32.5441001743158,9.695492430860451,35.42,10.548000000000002,0.1516664994861483,0.04518426964969746
PHY_POWER_m2dBm,33.60888896385984,10.025062470482556,36.824999999999996,10.955499999999999,0.15662877490741464,0.04672017735577207
PHY_POWER_m1dBm,34.77505170018945,10.360570197805357,38.107,11.358,0.16206348716256824,0.04828375669215089
PHY_POWER_0dBm,35.88152446455089,10.70306450841844,39.206,11.695499999999997,0.16722002398640406,0.049879895866574986
PHY_POWER_0_7dBm,36.973253162565086,11.021028832110396,40.428,12.062000000000005,0.1723078484808438,0.05136171701626219
PHY_POWER_1_3dBm,37.877161314166166,11.313630115925957,41.527,12.3965,0.17652036578739155,0.05272533783305412
PHY_POWER_1_8dBm,38.62239398167791,11.518927527282091,42.626000000000005,12.717000000000002,0.17999340174103065,0.053682093114877094
PHY_POWER_2_3dBm,39.54205075428123,11.796289635618862,43.602999999999994,13.0245,0.1842793129409831,0.054974694226483045
PHY_POWER_2_8dBm,40.28719581540078,12.019503922870687,44.702,13.334500000000002,0.18775194061924305,0.056014948201902455
PHY_POWER_3dBm,41.11536501611516,12.274767844643836,45.557,13.600999999999999,0.1916114888317243,0.05720456429984558
