,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,23.376992835858196,7.069492797729911,25.161,7.585000000000001,0.10894468284379043,0.03294622435498862
PHY_POWER_m12dBm,24.89186241713491,7.507874809163772,26.870999999999995,8.120000000000001,0.11600448678182068,0.03498923260397205
PHY_POWER_m10dBm,26.230860586996755,7.9009810637358076,28.375982285208156,8.569000000000003,0.12224467053720317,0.03682124053283484
PHY_POWER_m7dBm,27.4705719667768,8.294092999035115,29.802000000000007,9.029,0.1280221443139331,0.03865327493580553
PHY_POWER_m5dBm,29.820748062336527,9.000950640939422,32.855000000000004,9.9395,0.1389747587565004,0.04194747030788308
PHY_POWER_m4dBm,30.18673496783572,9.128035256587687,32.611000000000004,9.829999999999998,0.14068038135837024,0.04253972754316307
PHY_POWER_m3dBm,31.527322426512875,9.534530952988158,34.199,10.348000000000003,0.1469279717364585,0.04443413479360227
PHY_POWER_m2dBm,32.547043190607894,9.836243032120839,35.542,10.747999999999998,0.15168021493615494,0.04584021499399618
PHY_POWER_m1dBm,33.58910053570503,10.163537732797808,36.88600000000001,11.1629645704163,0.15653655414812195,0.04736551885202753
PHY_POWER_0dBm,34.518275004969226,10.445226709114124,38.229,11.56227280779451,0.1608668210293805,0.04867828462993801
PHY_POWER_0_7dBm,35.694397269765325,10.798553007874474,39.45100000000001,11.936000000000003,0.16634794805129532,0.05032490452793327
PHY_POWER_1_3dBm,36.766090951897596,11.100258095456606,40.55,12.285000000000004,0.1713424026043421,0.05173095214534003
PHY_POWER_1_8dBm,37.18731407612036,11.273260179834757,41.649,12.59,0.17330544464303102,0.05253720029480182
PHY_POWER_2_3dBm,38.11186743528127,11.540366011182199,42.626000000000005,12.910499999999999,0.17761417559029996,0.053782003691295044
PHY_POWER_2_8dBm,38.76689844706884,11.735638886498176,43.480999999999995,13.137000000000004,0.1806668413601496,0.054692041249105386
PHY_POWER_3dBm,39.652458673036236,12.009792310013616,44.214,13.386802367941716,0.18479385113572286,0.055969688805621504
