,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.747430049440098,7.5390278185159385,26.382000000000005,8.047000000000004,0.11533138316231865,0.03513441615034742
PHY_POWER_m12dBm,25.99908349447192,7.9374772579439785,27.846999999999994,8.501000000000005,0.12116451099688616,0.03699132512544829
PHY_POWER_m10dBm,27.282194678009596,8.332245591905384,29.313000000000002,8.955000000000002,0.12714424251861595,0.03883107890567902
PHY_POWER_m7dBm,28.70127642135688,8.75216316346134,30.778999999999996,9.400362710363154,0.13375764277689206,0.04078803662795395
PHY_POWER_m5dBm,29.82713645812069,9.112200421991343,32.122,9.810000000000002,0.13900453083871273,0.04246593186528886
PHY_POWER_m4dBm,31.10501613225675,9.480952966113975,33.71000000000001,10.296500000000002,0.14495988175954336,0.04418444327731523
PHY_POWER_m3dBm,32.37295816880692,9.894561128033487,35.25596457041629,10.773000000000003,0.15086891993251056,0.04611199701950597
PHY_POWER_m2dBm,33.64785488088792,10.293288817494396,36.690249497691354,11.222000000000001,0.15681036924258637,0.047970202733746685
PHY_POWER_m1dBm,34.90947433863624,10.683864302250853,38.229,11.701,0.16268994206271037,0.04979041642043107
PHY_POWER_0dBm,35.804281927009086,10.958839396339062,39.69500000000001,12.160500000000003,0.16686004767064655,0.051071893239358346
PHY_POWER_0_7dBm,36.63820467126,11.207895114864687,40.91600000000001,12.520562444641278,0.1707464093394272,0.05223257701317491
PHY_POWER_1_3dBm,37.49943661107079,11.494505920247974,42.199,12.932000000000006,0.17476004108395632,0.05356828017702195
PHY_POWER_1_8dBm,38.812807811717114,11.895974956885052,43.236999999999995,13.264000000000006,0.1808807945065737,0.05543926149506978
PHY_POWER_2_3dBm,39.26162146379929,12.027568334074337,44.336,13.579500000000003,0.18297241772455464,0.056052531082090365
PHY_POWER_2_8dBm,40.61600033579434,12.461031393370451,45.313,13.870000000000008,0.18928428074713727,0.058072615352599166
PHY_POWER_3dBm,40.74171146865183,12.488326300000177,46.04600000000001,14.105,0.18987013708868025,0.0581998188371066
