,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.075809529622397,7.4061293616234085,25.200086520947178,7.7630000000000035,0.11220140468148149,0.03451506445108278
PHY_POWER_m12dBm,25.33006891546571,7.792462159909398,26.992999999999995,8.293625332152349,0.11804667708045943,0.036315505785729583
PHY_POWER_m10dBm,26.784164930499966,8.240593392794251,28.581000000000003,8.781500000000001,0.12482325567183969,0.038403948699745
PHY_POWER_m7dBm,28.17116957571292,8.655132075469467,30.412999999999997,9.343500000000002,0.13128716581787891,0.04033583898296654
PHY_POWER_m5dBm,29.32562724163968,9.011489744269529,31.69649863512284,9.737223839854416,0.13666732849124252,0.04199658608927629
PHY_POWER_m4dBm,30.53692399572587,9.405324627826761,33.221999999999994,10.217500000000001,0.14231238051440998,0.043831989675324784
PHY_POWER_m3dBm,31.998256121303648,9.828713064280583,34.992999999999995,10.745500000000003,0.1491226818251204,0.04580512280040479
PHY_POWER_m2dBm,32.81941264486876,10.094454016179988,36.136444444444436,11.107272313296907,0.15294954859335957,0.04704356539764421
PHY_POWER_m1dBm,34.15944262595255,10.506809328254514,37.373999999999995,11.500000000000002,0.1591945409375592,0.048965280436372466
PHY_POWER_0dBm,35.054045528911914,10.787077438189918,38.352000000000004,11.8295,0.16336369264233042,0.05027142449701081
PHY_POWER_0_7dBm,36.352919186673745,11.178973111820468,39.81699999999999,12.250500000000006,0.16941688261815824,0.052097790709778935
PHY_POWER_1_3dBm,37.29488816236815,11.477239640924894,40.9775,12.59,0.17380677622108154,0.053487813483210946
PHY_POWER_1_8dBm,38.20933241774974,11.763420049559658,42.016000000000005,12.9485,0.17806839533010826,0.054821510852831414
PHY_POWER_2_3dBm,39.27480079297898,12.088662654577927,43.114999999999995,13.274000000000004,0.18303383785021657,0.056337251251940904
PHY_POWER_2_8dBm,40.18202355401156,12.365541397480452,44.092,13.569500000000009,0.18726180235631656,0.057627599717353165
PHY_POWER_3dBm,41.11360177548174,12.649004054950657,45.191,13.916500000000003,0.19160327153478907,0.05894863144855085
