,median__mW_mean,median__mA_mean,median__mW_max,median__mA_max,median__mWh,median__mAh
PHY_POWER_m17dBm,24.60661488049003,7.582344115994696,26.258999999999993,8.107500000000002,0.11467513691077652,0.035336284727881126
PHY_POWER_m12dBm,25.877639963274312,7.992901032872705,27.4195,8.452000000000002,0.12059854312057922,0.03724961863753569
PHY_POWER_m10dBm,26.895840788443685,8.295476535595617,28.946000000000005,8.921,0.12534370289148056,0.03865972268350538
PHY_POWER_m7dBm,28.0902386302154,8.669514066738405,30.29,9.334519043401242,0.1309100002751855,0.040402863920196846
PHY_POWER_m5dBm,29.204702350925377,8.999920042808306,31.755000000000003,9.761000000000003,0.13610377765477302,0.04194266737247894
PHY_POWER_m4dBm,30.256919845495453,9.336439869963002,32.977,10.164500000000002,0.14100746659515662,0.043510963435939215
PHY_POWER_m3dBm,31.450808063277783,9.708020377737578,34.198,10.572000000000003,0.1465713889589314,0.04524265411380692
PHY_POWER_m2dBm,32.932184485940596,10.155613962296908,35.419999999999995,10.958000000000002,0.1534751034645762,0.04732859140501974
PHY_POWER_m1dBm,33.68407610235222,10.398541833517523,36.885,11.354000000000003,0.15697917236933373,0.048460717340544315
PHY_POWER_0dBm,34.68262537653865,10.701381118869023,38.08685441310281,11.745000000000001,0.16163274927479732,0.04987205070266313
PHY_POWER_0_7dBm,35.701634609009545,11.026950123011353,39.083999999999996,12.072,0.16638167649678576,0.051389312231941126
PHY_POWER_1_3dBm,36.64359421930678,11.321214421214771,40.061,12.3945,0.1707715264537948,0.05276068325750978
PHY_POWER_1_8dBm,37.48823067697074,11.563963978641983,41.221,12.721999999999998,0.17470781764593452,0.05389197819052665
PHY_POWER_2_3dBm,38.33390557731581,11.843083430949939,42.25899999999999,13.061500000000002,0.17864894833173112,0.05519276911863005
PHY_POWER_2_8dBm,39.05638274890782,12.07636026267797,43.11400000000001,13.308000000000003,0.1820159359880834,0.05627991795021251
PHY_POWER_3dBm,39.86838803314129,12.316878080680585,44.091,13.601000000000003,0.18580015488995177,0.05740081222367877
