node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
344,128.55726715730273,128.71744875246813,129.8019371185832,120.88997540836475,123.12123682163585,142.12100221371304,162.92004756491562,165.05544005025726,163.92304134258706,164.3743998444418,162.52738787842526,160.67311888237407,159.78020216584898,159.62020376906972,158.36589930597103,156.3380205229462,155.55367697738424,154.4499178483815,153.320680447529,151.5479472267097,150.00582176618406,148.88995973194523,147.884849877341
345,127.32539192638367,127.1901175364363,125.62499805238414,120.12076574882472,128.77006757119827,147.67256145063803,159.91006541302886,162.4853036937542,162.2843234819989,161.74920599100005,160.3431690396239,158.45741014103425,158.30200852978706,157.02967416711448,156.3071947075022,154.17852209536602,152.85920181329752,152.4127815690489,150.81007609644703,148.67813284083277,147.13581524513094,146.95835576600174,134.88510605857064
346,133.74643942442535,134.39722523016889,129.74406865435034,126.1392846866618,139.65877172123652,158.88674818608624,169.8943654655204,171.08919291506615,170.28839845131392,169.14547729073948,168.21397920858485,167.074503779566,165.65226205719165,164.77213877202612,163.66941680385344,162.15015767331258,160.833933418694,158.86061453569903,158.01962980798538,156.6265450887141,154.86446161819404,153.04663160782877,134.81247655630753
347,132.16329036991746,132.48638904176605,130.49523448486698,124.39540611433812,131.90780171201467,150.11789281565268,167.35463020483033,170.29163486821992,169.13545952060656,167.99203411800673,167.254668704904,166.05757977129582,164.6707045551819,163.2458845072145,162.52602403228767,160.65404206921855,159.0161718740446,158.52222402934885,156.66907772274203,154.84628719046165,153.80946230510548,152.34482933838814,141.4333226733521
348,131.73663715953305,132.01214688715953,132.4180807853626,124.0823090389642,126.68809995743902,143.8068813837549,166.50308607902736,169.4005869552003,168.5496002066744,167.56998942120626,166.52264644008028,165.44487610942247,164.266180668693,163.02449091240652,161.6975559000547,160.42277150848182,159.06045382698036,157.6328843231414,156.2505598176292,154.88185294832826,153.31477813583024,151.71250060797664,150.14024363260594
349,128.8676759944635,129.38112035866885,128.66742531295137,121.6702758184882,127.49277131852921,146.15602112294638,163.1542608329321,165.6831051332972,164.84445736294157,163.41492706264668,162.81318403948003,161.66315918391913,160.46540037311186,159.69306150327978,158.27651730155864,156.967002768416,156.0986556331247,154.6268646566769,153.47611012818197,152.12147300956852,150.7689938011555,149.135487662494,142.391592044292
350,132.4006833774675,132.7771401745411,129.71395654790567,124.43055831728456,133.76458042968045,153.13228058982844,166.52242272508425,168.58696810111346,167.2586168753009,166.56509485404752,165.52677202696194,164.48459885645502,163.45229814636494,162.16053863745788,161.1441626143476,159.77944384930188,158.5939808004815,157.08856006259026,155.99857743003312,154.29679266971596,153.31415540174538,151.3116406475686,140.02574119771288
351,132.22011412541255,132.48005881188118,132.06916976897688,124.51034706270629,128.91578468646864,147.6427638283828,166.86628224422446,169.82093702970297,168.94054092409237,167.8531130033003,166.92800415841583,165.65458382838284,164.80589664048577,163.300358679868,162.510360660066,160.7739686468647,159.71902930693068,158.20619603960398,157.19722024948848,155.41136732673266,154.27669188118816,152.64618303630363,148.42363386138615
354,134.49970244646292,134.74101843134656,128.92981356494064,126.40477842604255,142.54225775656326,163.9997920975868,172.0884061256961,172.7671124370194,171.91992587681497,170.5511622356295,169.58279440429624,168.417196632193,167.20271214531957,165.77961177406522,164.36216487669054,163.12963000530365,161.74242667727393,160.1159523304382,158.86851243121396,157.2327943379964,155.42403878281624,153.97051644126225,132.22975682842747
355,134.38182921146955,134.72651135005975,135.1000282607397,126.50931676424898,129.23337722547495,146.77531525180717,170.5918034050179,175.3006081605831,174.37546588600787,173.38964370631456,172.178462273732,170.9949240052575,169.68476911589005,168.28310663719458,166.7791285099773,165.3775433418962,163.74396732182328,162.10159598494354,160.42313954599763,158.79908853046595,157.07585750985783,155.23750427146186,153.3535691756272
356,131.24179836055765,131.48371674744212,129.54609327509868,123.11897313468558,130.99234069287382,148.74890756252242,163.84813778868013,167.4435853775278,166.1963565872921,165.35346212755772,163.85160631805672,162.97396900801726,161.37934174943163,160.49957319772662,159.2141149335886,157.60296792915696,156.24780208208688,154.75661287620414,154.19978150053848,152.2458084724466,150.91226169678117,149.09965523843715,139.6485403578053
357,130.8521076342384,131.03573748934616,131.74578351394132,122.90721522070015,125.58311847792997,143.7997617656012,165.62425272450528,167.6195473639352,167.0122936556259,165.67002970899793,165.00175968095468,164.00113387312794,162.64689242009132,161.78824864535767,160.15000194824964,159.21593126750275,157.74079896499242,156.6020888834774,155.62371697309143,153.85956124436868,152.86913904785095,151.21064978080858,149.94391391696092
358,133.219178582331,134.13006539259982,132.30533144043474,125.6171771386701,132.35795243329056,151.2473969106783,167.89131436595645,172.255361482567,171.63385839032733,170.86383098247543,170.03314605849664,168.54703407009404,167.0334575370902,165.8477463670778,164.3659832071324,163.52363479269707,161.51390334005006,160.1815891439736,158.22226041030652,156.9592199902308,155.69162306893816,153.68907205226841,145.44298070464674
359,131.471762005457,131.84863130244935,131.09887073669847,123.8462898076136,130.42103069577078,148.85690236746947,165.30575361527968,170.25491846899092,169.0719199181446,168.44828129903803,166.89749819223684,165.77875966982742,164.67934174797026,163.19696630286495,161.9820783925769,160.57881930422917,159.0283356075595,157.58234508867668,156.3475220357484,154.49474628189387,152.94114017735333,151.51949211980622,143.85538758526604
360,130.36156826929349,130.55154719812123,130.94550564289906,122.8896102159306,125.4346062365451,141.59662760960333,164.0417559034573,168.58389979123172,167.47485106660577,166.23211318416074,165.04808448039662,163.7927454011742,162.4521721573488,161.0669868875987,159.67055437406225,158.3297333637787,156.8899544683627,155.4444821894572,153.95684018264845,152.45915147759152,150.85150244634357,149.28786333094135,147.73534835931892
