node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
49,129.81951747669774,130.0323727318129,130.37537256534043,122.03946512402199,124.79496587314799,142.26571067088395,163.6657179956717,167.3862363515313,166.3580700732357,165.27727846205062,164.19618575233025,163.09897702680206,161.91322323955387,160.67899334110206,159.33915800865802,157.89806015538292,156.77320443951166,155.38132578783845,154.00697026187308,152.6413373280071,151.18466444740346,149.70066045272966,148.25575449500556
50,128.02324694048616,128.01409054325958,128.40429689857504,120.34349983232728,122.87256002682764,140.243686787391,161.06849647887324,164.7729349429913,163.79040995975853,162.59953940308517,161.72199882629107,160.64254258886655,159.3867439637827,158.04196076458751,157.0074523809524,155.5322021014979,154.17602280348757,152.96316901408449,151.89419025262686,150.24562575452717,148.9913825173262,147.5079295774648,146.0837063030845
51,134.34927570640363,133.85292626651062,133.2110374519311,124.3992611603411,128.41303477097964,145.77516683383487,169.25609762621198,170.7008849882982,171.90100434637242,170.15098896690074,168.34759495152122,166.3571252089602,165.51367051153463,165.58373867246283,164.5441347600736,162.39763389074693,160.4165429208473,158.38159710144927,158.85440548372716,156.81593802942487,155.90563597860012,153.7041205974142,151.56109585376726
52,126.7513510319574,128.39143832195774,127.98244731146995,118.92929648743134,123.18134670439414,139.61046628932914,162.3981677762983,164.05270584318296,163.34102247003995,162.74726768769767,161.7467379723656,159.903616011984,158.86738022307307,157.9917668109188,156.03403728982855,155.53007123834885,154.75551542730298,153.12336196182866,151.13535463826008,149.41268679245283,148.19237572126053,147.22171542730297,146.46928628495343
53,126.17901624764835,125.73610501111679,126.14491535567716,118.4312334131327,120.50618912448701,137.48064836668374,161.28333350436122,163.56654926445432,161.88867824153266,161.6803647562019,160.72789206294902,159.68798237810097,157.86717362299004,156.85770287375982,156.01520814092694,154.1507256556442,153.17160601915182,151.1741340629275,150.73554468764252,149.18411810305517,148.05654719562241,145.8951890104879,143.9632323831243
54,127.1812603724273,127.28075959496977,128.05624563122652,119.60506369426751,122.21963138984157,140.53995819042953,162.37165490772497,166.41748954590003,165.34029740323373,164.41969764782752,163.2655504737014,161.85179813816754,160.95396635086573,159.57490282541238,158.35195018781644,157.0082539198606,155.56365505226483,154.32180618466901,152.66860910278746,151.65149107142855,149.95932360627177,148.35826328397212,147.15484062704115
55,129.52515364061458,129.24214903204273,131.08003139612558,121.50149749666221,125.3095927903872,141.5359191716767,163.36102353530293,169.35519726301737,168.04205494321977,166.27712116154873,166.00567117568474,164.59061999332445,162.09996042084168,161.79692289719628,160.71798230679352,157.95625562235583,157.5069101023587,156.37682075261637,153.67669492656876,152.38022444889782,151.77896306186025,149.05311868180806,147.59903871829104
56,129.54376676141112,129.6991939475004,130.12568098980103,121.85176676141114,124.46380926111668,141.77818538950186,164.89160147107992,168.00986225342692,166.82302925442997,165.79970829154132,164.63767652958876,163.41185222333667,162.2098243062521,160.8960642033105,159.56436432034775,158.2349226309922,156.78630657748047,155.32157101449275,154.03309384752563,152.6848896567098,151.04997012929113,149.41408069549712,147.85544516272847
57,132.1954300271739,131.46921807065218,132.72726069972828,124.05625016983697,126.12395906929346,144.90710563858696,167.01063264266304,170.1316871603261,167.91939792798914,167.78908576766304,165.78514079483693,165.5418121603261,163.41291015625,163.08195261548914,161.20379262907608,160.44286163949275,158.80225271739133,157.80996444746378,156.75246965579709,155.0209576539855,153.8159227807971,151.9937139945652,151.0761222826087
58,128.9717204568024,128.17236908308507,130.10428103277061,121.69033129240442,124.17116931479643,142.29088761999336,163.57478533598146,167.06977180208506,167.5892025819265,165.56281479642504,163.438834326382,163.00581234486182,162.4290870428595,160.18924511751075,159.31247533929164,158.1095796557811,157.04206376875555,155.37468203883495,153.64124542043697,152.58621932921446,150.70818909973522,149.30487886142984,147.96895763459838
59,132.39365745672436,132.69000998834693,133.06554885966372,124.62264508073915,127.32342726364848,145.1201981022141,168.29135968708385,171.97402513733977,171.00112233688415,169.8888901281838,168.71163426002997,167.52019940079893,166.32507141668054,165.0428695073236,163.70362909938405,162.18037172658677,160.80749811320757,159.38436107412338,157.97159409675987,156.476194672586,154.87533555259654,153.38071742508325,151.7833797159343
60,128.95890074688796,128.83802490039838,128.9601990041494,120.92661537184595,124.20113029045645,140.57455684647303,162.59313958506223,166.84096995351925,167.28519306108896,165.43204764276229,163.62111153526973,162.53367164674634,160.63339634854773,161.3140615767635,159.2186027556441,156.9476415136092,156.15650442673748,154.04244090305443,153.19848826914566,152.12107568046028,149.92143792874532,148.8432638335547,146.5757258242974
61,131.5948810231023,131.12313201320134,130.88504158415842,123.20279752475247,125.40406815181518,143.00713481848186,166.65518778877887,169.53681914191418,168.5432582508251,167.88530742574255,166.73955313531354,164.99666452145215,164.22416518151815,163.38267772277226,161.79919422442242,160.1463557755776,158.23177821782178,158.062599339934,156.44872277227725,154.40392321232122,153.0434088008801,151.70358063806384,150.28551265126512
62,128.3388068220196,127.96430074299225,128.34553444782168,120.28893718338402,123.28541327478464,139.6353329391892,161.6310243202162,163.83682232730956,163.30319824383653,161.89225920297196,160.29763475177305,159.52335950692333,157.86003765619725,157.65293380614656,156.55202702246245,154.7699536036036,152.94585000000004,152.07312249493359,151.20221414095926,150.37836064835665,148.40867492120665,146.50589216569114,146.13193313822603
63,128.20992737054473,128.68944375315283,128.44903463931394,120.57737262485287,121.9653966705902,140.69230284176896,162.9004746133154,165.34331086079357,164.56879707464694,162.89146452589105,163.12289221456197,162.09320380023541,160.3036766436859,158.47413284008744,157.47737430637295,155.7878836583726,154.50539686098656,154.5044337592468,152.50747881640888,150.45109280430393,149.58904550549204,147.4717201793722,146.47633183856505
64,128.5334301970109,128.21488349184781,129.27324320652176,120.33661769701087,123.34566389266303,140.78263790760872,163.56314368206523,167.77752674477838,167.19662686820652,166.0775608762099,164.7494347826087,163.763930208864,162.53737975543478,161.20476651383936,159.27850560461957,158.04996988224633,156.8939073822464,155.64452015398552,153.69429778079711,152.32077604166665,150.88105910326087,149.48419791666666,147.39060371376812
